id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
42932,"Charming apartment, Oslo Center, Ro",187463,Cecilie,,Frogner,59.91201,10.72455,Entire home/apt,2550,3,50,2022-07-25,0.45,2,342,12,
69964,Lovely flat in Oslo city centre,175633,Kristin,,Sagene,59.94059,10.77397,Entire home/apt,1073,28,9,2021-06-06,0.07,1,0,0,
71725,Central big room - ap with balcony,368229,Reidun,,Gamle Oslo,59.90795,10.77987,Private room,513,4,51,2022-06-05,0.36,1,94,2,
85902,"Stylish design apt, east. Close to train station",250159,Melissa,,Gamle Oslo,59.91074,10.77232,Entire home/apt,1429,3,66,2022-07-02,0.48,2,1,3,
94158,Beautiful 3 bedroom penthouse,503528,Katrine,,Gamle Oslo,59.90703,10.78589,Entire home/apt,750,90,140,2021-06-28,1.45,1,0,0,
123041,"Cozy room in design apartment, central east side",250159,Melissa,,Gamle Oslo,59.91253,10.77205,Private room,507,4,231,2022-09-02,1.68,2,0,1,
149776,Bird's nest in the heart of Oslo,714768,Henrik,,St. Hanshaugen,59.92398,10.74787,Private room,887,5,42,2022-03-03,0.31,2,207,1,
165218,"Bedroom, nice riverview, in Oslo",787976,Jon,,Sagene,59.9375,10.76554,Private room,650,2,23,2022-08-27,0.17,1,0,5,
174372,New spacious central 2BR w/terrace,114189,Christina,,Sagene,59.93024,10.75964,Entire home/apt,16819,100,36,2014-10-26,0.26,1,365,0,
256459,Waterfront suite 12 min from centre,1347737,Kåre & Truls,,Nordstrand,59.84704,10.7778,Entire home/apt,566,1,291,2022-09-24,2.40,2,332,33,
275790,"Peaceful, central with balcony.",793479,Espen,,Sagene,59.93061,10.75375,Entire home/apt,770,20,12,2022-07-10,0.09,1,193,2,
284644,Central Room perfect for Solo Traveler,1324869,Bente,,Gamle Oslo,59.91826,10.76147,Private room,964,4,100,2021-08-25,0.80,1,0,0,
314213,"VERY CENTRAL, peaceful  in the heart of Oslo.",1614549,Peter Piotr,,Grünerløkka,59.92085,10.74995,Private room,429,5,112,2022-08-05,0.87,2,294,5,
386879,OSLO'S NICEST APARTMENT WITH ROOF TERRACE,1935720,Ida,,St. Hanshaugen,59.92223,10.74946,Entire home/apt,1052,90,47,2018-12-15,0.37,1,361,0,
397657,Charming apartment in central Oslo,1986686,Hanne,,Grünerløkka,59.92634,10.75088,Entire home/apt,1000,3,18,2019-10-27,0.21,1,10,0,
405953,Wonderful central loft apartment,2023264,Marius,,Grünerløkka,59.92009,10.76796,Entire home/apt,4729,4,9,2022-07-21,0.14,1,207,1,
500008,"10 min to Oslo Central Station, Garden Fjord view",2381047,Volkolas,,Nordstrand,59.88523,10.76879,Entire home/apt,884,2,106,2019-11-08,0.86,1,15,0,
503782,Best of Grünerløkka,2484478,Jarle,,Grünerløkka,59.92428,10.75828,Entire home/apt,1679,3,17,2022-09-04,0.15,1,4,6,
567731,"Lovely loft central, near metro and uni",2793327,Rein,,Vestre Aker,59.9373,10.69927,Private room,486,2,111,2019-12-08,0.89,2,29,0,
580690,A home with a view,2857446,Mailen,,Nordstrand,59.88321,10.78977,Entire home/apt,1500,3,1,2017-07-20,0.02,1,0,0,
588353,A place to call home :),210068,Trude Rebekka,,Grünerløkka,59.92366,10.7692,Entire home/apt,936,2,585,2022-08-20,4.74,4,0,39,
590834,"Nice apartment, close to tram, bus and train",2914938,Bent,,Nordre Aker,59.96531,10.77889,Entire home/apt,590,7,8,2020-07-01,0.07,1,278,0,
613873,Loft in a stable,1272535,Elin Killie,,Grünerløkka,59.92132,10.75942,Entire home/apt,1578,1,21,2022-08-12,0.19,1,327,5,
634884,"Central, Clean, Chic, Cozy & WIFI",3162475,Merete,,Gamle Oslo,59.91459,10.76344,Private room,645,1,275,2019-09-01,2.23,2,0,0,
688070,Oslo City - I ONLY ACCEPT WOMEN!,3512619,Marita H,,Frogner,59.92616,10.72386,Private room,499,2,158,2020-10-10,2.61,1,266,0,
708213,The Marshmallow-flat / perfect area,995679,Martine,,Grünerløkka,59.92722,10.75718,Entire home/apt,960,2,37,2020-08-02,0.31,1,261,0,
749061,Modern apartment near OsloMet and Bislett Stadium,3935697,Torbjørn,,Frogner,59.9219,10.73375,Entire home/apt,1100,5,9,2022-08-02,0.09,1,147,1,
760266,In the heart of the city,3996622,Per Martin,,Gamle Oslo,59.912159,10.760248,Private room,871,1,710,2022-09-15,5.96,1,354,98,
761018,Lovely bedroom in beautiful area.,4011871,Mona Johanne,,Frogner,59.91755,10.71428,Private room,491,1,988,2022-09-21,8.29,1,290,129,
773722,Oslo City Apt in the heart of Oslo,1386261,Gangadai,,Gamle Oslo,59.91318,10.76433,Entire home/apt,2969,1,86,2022-09-18,0.72,3,280,44,
789864,"""Heart of Oslo"" by the Opera House.",3854740,Torbjørn,,Gamle Oslo,59.90704,10.75752,Entire home/apt,634,60,24,2021-03-05,0.21,1,185,0,
869173,Bright 70 m2 flat with a great view,4578764,Tove,,St. Hanshaugen,59.92017,10.74694,Entire home/apt,1800,2,11,2022-09-18,0.12,1,153,6,
917797,Two Bedroom Unit in Exclusive Frogner Park Villa,4922112,Eric Christian King,,Frogner,59.92317,10.70663,Entire home/apt,1200,14,3,2019-08-20,0.03,3,143,0,
927847,Fresh 2 bedroom CONDO near OPERA beachfront,4580330,Ole,,Gamle Oslo,59.90284,10.75474,Entire home/apt,2640,2,72,2021-11-14,0.64,2,0,5,
977648,SEAFRONT MODERN LUXURY IN OSLO!,1933196,Nils,,Frogner,59.90625,10.7187,Entire home/apt,2309,2,236,2022-09-09,2.05,1,265,23,
1010214,Spacious room in Grunnerløkka! Long term preferred,2202709,Sangeeta,,Grünerløkka,59.91995,10.76007,Private room,770,1,79,2022-08-27,0.70,1,146,4,
1036219,Oslo City Center - ENTIRE APARTMENT,5703901,John Richard And Hilde,,St. Hanshaugen,59.91905,10.74988,Entire home/apt,2190,2,37,2021-11-14,0.37,2,292,1,
1083432,Kidsfriendly and very central,5956740,Mari + David,,Frogner,59.91452,10.72605,Entire home/apt,2093,3,84,2022-09-03,0.94,1,11,20,
1134022,House & large garden,6220833,Ole,,Nordre Aker,59.94158,10.73148,Entire home/apt,4200,14,5,2021-06-26,0.05,1,365,0,
1211520,Very nice apartment with balcony,1904374,Mari,,Bjerke,59.94776,10.82621,Entire home/apt,1063,2,2,2022-08-21,1.22,1,56,2,
1226982,Most exciting area in Oslo (modern/new building),15921981,William,,St. Hanshaugen,59.91756,10.75312,Entire home/apt,1083,1,227,2022-09-24,3.77,1,96,43,
1229105,"Paradise in Oslo, ideal for kids",4792671,Caroline & Christian,,Nordstrand,59.8787,10.7601,Entire home/apt,2000,3,8,2017-08-12,0.07,1,0,0,
1236006,"Etterstad, ten minutes by bus from Oslo centre",6738377,Liv,,Gamle Oslo,59.91133,10.79677,Entire home/apt,800,30,25,2021-08-31,0.25,1,0,0,
1239012,Central! Four streets behind The Royal Palace!,6751091,Rune,,Frogner,59.91559,10.71634,Entire home/apt,834,3,5,2022-08-01,0.36,2,298,4,
1239077,Central penthouse (loft) apartment w sunny terrace,6751091,Rune,,Frogner,59.91635,10.71693,Entire home/apt,2200,4,19,2022-08-17,0.38,2,348,10,
1250723,"Down town, by the central station",1616331,Anita,,Grünerløkka,59.91753,10.7548,Private room,719,1,624,2022-09-23,5.54,1,167,139,
1281274,Comfortable flat in central villa,2793327,Rein,,Vestre Aker,59.93698,10.70096,Entire home/apt,1045,14,1,2020-03-11,0.03,2,111,0,
1283780,Beautiful apartment in Grünerløkka,6480437,Gry,,Grünerløkka,59.92511,10.76058,Entire home/apt,750,2,54,2022-08-26,0.49,1,116,8,
1298743,Nice apartment with great location,7061919,Einar Espolin,,Frogner,59.92565,10.72785,Entire home/apt,1100,6,87,2022-08-14,0.79,1,38,19,
1310319,Stylish flat in the embassy area,7121844,Line K.,,Frogner,59.91951,10.70458,Private room,704,1,431,2022-09-18,3.89,2,322,103,
1335564,Central- cheap&chic!,7241303,Alberto,,Frogner,59.9147,10.71645,Private room,420,1,359,2021-07-12,3.24,1,73,0,
1340004,"Bright&Comfy, 60sqm, 1BR, private garden",7267318,Orjan,,Grünerløkka,59.9255,10.77064,Entire home/apt,864,14,10,2022-08-16,0.09,1,54,1,
1342358,Newly refurbished loft in vibrant Grunerlokka,7280460,Nina,,Sagene,59.92973,10.76071,Entire home/apt,1150,3,213,2022-08-23,1.93,1,34,15,
1352377,Exclusive apartment in Oslo center,7340074,Oscar,,Sentrum,59.90562,10.75292,Private room,5000,50,4,2014-03-05,0.04,1,149,0,
1437865,Welcome to our quiet Oslo retreat.,4370667,Henrik,,Nordstrand,59.8816,10.77761,Entire home/apt,990,3,65,2022-09-05,0.63,1,165,8,
1449574,Sjarmerende Kampen: toppleilighet med balkong,7779409,Paal,,Gamle Oslo,59.9133921,10.7823549,Entire home/apt,1671,2,4,2022-09-04,2.00,1,327,4,
1459050,Modern design Bislet flat w balcony,584177,Marcus,,St. Hanshaugen,59.92968,10.73441,Entire home/apt,1052,2,39,2022-08-29,0.35,1,346,7,
1517358,2 etasjer med terrasse sentralt på Torshov,8100916,Pia,,Sagene,59.93455,10.76227,Entire home/apt,2200,2,2,2022-09-04,0.09,1,82,1,
1563250,Singleroom with bathroom/WC next door in Oslovilla,8317315,Aud Jorunn,,Nordstrand,59.87792,10.79193,Private room,600,2,0,,,1,282,0,
1563639,Room in upscale area of Oslo.,5173490,Jorun,,Frogner,59.91945,10.70101,Private room,339,30,130,2022-08-04,1.22,3,118,2,
1563835,Flat in upscale area of Oslo.,5173490,Jorun,,Frogner,59.91924,10.70141,Entire home/apt,1745,30,11,2016-07-04,0.10,3,297,0,
1563855,Oslo. Cosy townhouse,8318052,Are,,Vestre Aker,59.94185,10.64541,Entire home/apt,2000,12,2,2014-07-28,0.02,1,0,0,
1564771,Central modern exclusive apartment,8323874,Olaf Johan,,Grünerløkka,59.92878,10.75545,Entire home/apt,850,3,394,2021-06-19,3.74,1,0,0,
1577810,Private room in Oslo,6989525,Vincent,,St. Hanshaugen,59.92498,10.74279,Private room,450,1,0,,,1,0,0,
1580805,Scandi family home / west Oslo,8408057,Annika,,Ullern,59.93037,10.68359,Entire home/apt,999,14,5,2022-07-31,0.08,1,0,1,
1602125,Central and close to everything,8537699,Christopher,,Gamle Oslo,59.91298,10.76569,Private room,1200,1,24,2022-08-30,0.23,2,23,3,
1603920,Spacious apartment in great neighborhood,3721616,Mona,,Sagene,59.93856,10.77486,Entire home/apt,990,7,3,2018-06-12,0.03,1,266,0,
1621186,Quiet surroundings & free parking.,8623497,May B,,Vestre Aker,59.94664,10.66241,Entire home/apt,990,4,41,2019-08-22,0.47,1,22,0,
1701229,Villa Mathildero- the most beautiful view in Oslo,8982596,Riikka,,Nordstrand,59.85262,10.78533,Entire home/apt,10000,2,2,2017-04-09,0.02,2,365,0,
1703190,"Modern,central in the heart of Oslo",8991467,Åsmund,,Grünerløkka,59.92687,10.75489,Entire home/apt,943,1,1,2015-06-04,0.01,1,261,0,
1713078,Large Room in the heart of Oslo!,5703901,John Richard And Hilde,,St. Hanshaugen,59.91995,10.7487,Private room,5000,1,416,2020-02-22,3.82,2,0,0,
1733735,"Charming, bright & central with balconies",8608376,Trine,,Frogner,59.92404,10.72032,Entire home/apt,3000,5,68,2022-05-15,0.63,2,364,3,
1739398,colourful and creative apartement,9134148,Julie,,Sagene,59.94157,10.75227,Entire home/apt,800,2,1,2013-10-29,0.01,1,0,0,
1752709,"Central nice quiet room,  own balcony Majorstuen",8608376,Trine,,Frogner,59.92502,10.72247,Private room,1114,5,50,2022-06-23,0.48,2,89,11,
1758800,Spacious room in central loft apt.,8367162,Rodney,,Gamle Oslo,59.90637,10.76852,Private room,1262,1,139,2022-08-31,1.37,1,344,34,
1763046,Comfortable bed next to the forest!,9267185,Veronica,,Østensjø,59.86421,10.83606,Private room,500,2,6,2015-07-06,0.06,1,0,0,
1771222,Huge room Vigeland Sculpture park,7121844,Line K.,,Frogner,59.91918,10.70273,Private room,700,1,278,2022-09-19,2.57,2,295,63,
1804364,Central flat on Grünerløkka,9201252,Ole-Gunnar,,Grünerløkka,59.92597,10.75071,Entire home/apt,1200,90,30,2018-08-29,0.28,1,90,0,
1808457,Cozy family friendly 4 rooms in quiet area in Oslo,7012964,Jo,,Gamle Oslo,59.90789,10.78413,Entire home/apt,1164,3,46,2022-08-26,0.45,1,69,4,
1810472,Great location w/ private roof terrace,9485309,Øystein,,Grünerløkka,59.9209,10.75074,Private room,654,1,85,2022-09-15,0.91,2,2,31,
1836731,"Beautiful and cosy, central oslo",1221776,Rannveig & Johan,,Sagene,59.93516,10.75439,Entire home/apt,914,7,185,2022-09-10,1.78,2,262,16,
1846637,Flat in an old red wooden house,9646593,Britta & Caren,,Vestre Aker,59.95631,10.69316,Entire home/apt,1077,2,71,2022-09-08,0.76,1,293,3,
1878209,Opera Square Luxury Suite (Barcode),9519445,Christian,,Gamle Oslo,59.90778,10.75832,Entire home/apt,3000,60,1,2015-06-08,0.01,1,365,0,
1907766,"Big 4BR loft, 120 sqm, Grünerløkka, 2 terraces.",9900413,Anniken,,Grünerløkka,59.92872,10.76021,Entire home/apt,2500,2,9,2022-07-31,0.12,1,2,7,
1915723,"Comfortable, spacious and homely apartment!",9935417,Marit & Paul,,Gamle Oslo,59.91113,10.77541,Entire home/apt,750,2,51,2022-09-18,0.50,1,0,9,
1949704,Cozy apartment In The HEART of OSLO,1534908,Ole,,Grünerløkka,59.92138,10.75215,Entire home/apt,1121,3,9,2022-09-13,0.09,2,84,5,
1969573,Beautiful Upper Westside Apartment,1585650,Heidi,,Frogner,59.91955,10.70902,Entire home/apt,957,4,345,2022-09-09,3.25,1,296,25,
1999509,Cozy central - Grünerløkka,10300607,Trond Vika,,Grünerløkka,59.92662,10.75842,Private room,1000,3,41,2022-07-02,0.40,2,324,5,
2021298,Families welcome!,10412406,Anne,,Søndre Nordstrand,59.83742,10.78894,Entire home/apt,1400,1,57,2022-07-31,0.54,1,0,13,
2085441,Modern 50m2 at St. Hanshaugen,5956464,Kristina,,St. Hanshaugen,59.93469,10.74141,Entire home/apt,1036,2,0,,,2,0,0,
2085646,Big House LovelyGarden near City and Ekebergsletta,10650377,Annette,,Nordstrand,59.89195,10.79626,Entire home/apt,2000,7,2,2018-06-24,0.03,1,266,0,
2116261,Grünerløkka Large 1bd + balcony!,445495,Lars,,Grünerløkka,59.92729,10.7676,Entire home/apt,720,2,31,2017-06-13,0.30,1,0,0,
2134612,"Cosy, family-friendly, parks, Oslo",10892344,Nina,,Ullern,59.92692,10.68972,Entire home/apt,1437,6,22,2022-07-27,0.25,1,0,2,
2159013,New two bedroom topfloor with awesome view!,2490919,Vidar Singh,,Gamle Oslo,59.9103,10.77828,Entire home/apt,13000,4,57,2020-08-10,0.99,1,90,0,
2159310,"Lovely stay in central Oslo, perfect location",10976794,Yuan,,Frogner,59.91467,10.72523,Entire home/apt,800,14,4,2020-08-11,0.08,1,0,0,
2162244,"CENTRAL, SPACIOUS, NEWLY RENOVATED, 2 BR APT",6890199,Kristina,,St. Hanshaugen,59.92577189999999,10.7382014,Entire home/apt,2500,7,2,2022-09-09,1.87,1,42,2,
2172737,Supercentral flat with a roof top,11084778,Siw,,Grünerløkka,59.91794,10.7553,Entire home/apt,869,3,94,2022-09-23,1.13,1,6,11,
2175783,Central in Oslo with panoramic view,8985747,Kari-Anne & Inge,,St. Hanshaugen,59.9293,10.74879,Entire home/apt,800,2,225,2022-09-08,2.14,1,134,29,
2176374,Spacious stylish penthouse :),11100355,Ellen,,Sagene,59.92995,10.76108,Entire home/apt,1786,3,22,2022-08-17,0.21,2,45,2,
2205917,Central spacious 3 bed rooms best fjord view,10291807,Catherine,,Nordstrand,59.89076,10.77112,Entire home/apt,2600,5,57,2022-08-20,0.66,1,58,8,
2224994,"Cozy, calm & light little apartment",11354501,Sébastian,,Sagene,59.93618,10.75524,Entire home/apt,499,5,6,2022-07-27,0.06,1,0,1,
2230300,Cosy and practical room in the middle of the city,11383927,Eirik,,Gamle Oslo,59.91162,10.76263,Private room,864,2,247,2022-09-12,4.01,1,80,36,
2304023,Funkis house in attractive area,1934991,Christoffer And Hanne,,Ullern,59.92239,10.63135,Entire home/apt,3284,6,8,2021-08-01,0.09,1,90,0,
2309225,Modern apartment with balcony.,11548568,Per,,Gamle Oslo,59.90885,10.79252,Shared room,300,3,152,2020-08-19,1.47,2,266,0,
2363382,Utsiktsleilighet,12071950,Wenche,,Ullern,59.92579,10.6909,Private room,800,1,42,2022-08-26,0.41,1,251,13,
2378906,Great location near beach and city,12152408,Ingeborg/Erik,,Frogner,59.90621,10.6915,Entire home/apt,2195,4,18,2022-06-14,0.18,1,365,1,
2382708,A charming apartment in Oslo/Vika/Frogner,12172547,Miriam,,Frogner,59.91313,10.72326,Entire home/apt,2471,2,50,2022-09-19,1.24,1,209,19,
2385047,Romantic apartment in oslo with hot tub and sauna,12182193,Paul,,St. Hanshaugen,59.92009,10.74075,Entire home/apt,4500,3,8,2022-07-26,0.20,1,312,4,
2430084,Suberb flat for exploring Oslo!,12420103,Ina Linn,,Ullern,59.92711,10.64318,Entire home/apt,1700,5,2,2022-07-27,0.57,1,207,2,
2430967,"Gorgeously designed, great location",1882110,Marthe,,Frogner,59.92142,10.73156,Entire home/apt,1629,2,158,2022-07-11,1.53,3,0,1,
2455352,Green view in urban location,375120,Stian,,Gamle Oslo,59.9129,10.77127,Entire home/apt,1517,2,50,2022-07-31,0.48,1,0,9,
2481695,Comfy Olive Green Room- share kitchen/bathroom.,4428499,David,,Gamle Oslo,59.91627,10.76626,Private room,325,2,96,2022-09-21,0.95,1,200,31,
2489686,Central & cosy apartment in quiet location.,12743686,Virginia,,Grünerløkka,59.91942,10.76629,Entire home/apt,950,2,28,2022-08-04,0.52,1,1,8,
2491795,Unique design in trendy Grünerløkka,12582083,Henning,,Grünerløkka,59.92602,10.76053,Entire home/apt,950,3,200,2022-07-26,2.15,2,0,26,
2514369,Central with magical view!,12870482,Iren,,Gamle Oslo,59.91011,10.77745,Entire home/apt,1229,2,75,2022-09-15,0.74,1,338,22,
2548798,Private 1 bedroom apartment in the city centre,13051026,Siri Nicoline,,Gamle Oslo,59.9135,10.76418,Entire home/apt,800,7,6,2022-09-18,1.98,2,5,6,
2693360,Cozy apartment on the very best Frogner.,13784197,Lise,,Frogner,59.9199,10.70987,Entire home/apt,1000,4,12,2019-12-26,0.16,1,38,0,
2697293,Nydelig 3-roms leilighet sentralt på Grunerløkka,13804855,Torgeir,,Grünerløkka,59.92373,10.76423,Entire home/apt,1250,6,2,2021-10-22,0.17,1,67,2,
2700498,Super central charming appartment,6106495,Cathrine,,Grünerløkka,59.92806,10.76376,Entire home/apt,600,6,23,2020-01-31,0.23,1,104,0,
2704007,Modern apartment with balcony.,11548568,Per,,Gamle Oslo,59.90502,10.79355,Private room,350,30,3,2019-10-09,0.08,2,0,0,
2736967,Appartment with seaview and beach,14003959,Guro,,Nordstrand,59.86827,10.77344,Entire home/apt,1393,3,91,2022-08-31,0.92,1,95,13,
2766437,Cozy house w. garden near the city,14149479,Camilla,,Nordstrand,59.88485,10.79804,Entire home/apt,1300,3,16,2019-08-04,0.16,1,23,0,
2788582,"Beautiful and central apartment, Oslo",11874820,Ana,,Grünerløkka,59.91693,10.76878,Private room,419,3,5,2018-02-16,0.07,2,0,0,
2789814,Spacious and charming house in central  Oslo,9927517,Ingvild,,Nordre Aker,59.94592,10.78458,Entire home/apt,2950,3,21,2022-08-01,0.54,1,86,7,
2822802,Private Room in Large Central Apartment,11736160,Ajey,,Frogner,59.92955,10.72232,Private room,725,300,24,2018-10-24,0.24,1,180,0,
2851475,Cosy appartement with balcony :),5344885,Renate,,Alna,59.91939,10.85467,Entire home/apt,620,350,53,2019-09-01,0.54,1,364,0,
2855338,Penthouse - private roof terrace,8320221,Elisabeth,,Marka,59.95127,10.81797,Entire home/apt,1250,5,33,2022-07-30,0.33,1,148,5,
2869318,Clean-quiet-Sun-central in Grünerløkka,7320333,Pernille,,Grünerløkka,59.92542,10.76021,Entire home/apt,1260,2,11,2022-08-24,0.11,1,0,7,
2880188,Hyggelig 3-roms leilighet med nydelig utsikt,14719788,Marianne,,Grünerløkka,59.929838452299926,10.77942084758847,Entire home/apt,1200,3,1,2022-08-09,0.64,1,280,1,
2881012,Grunerløkka loft / rooftop sundeck,14220197,Dorthe,,Grünerløkka,59.92292,10.76242,Entire home/apt,2052,4,63,2021-06-13,0.62,1,85,0,
2890760,Perfect for experiencing Oslo,14774456,Ola,,Grünerløkka,59.9301,10.79174,Entire home/apt,600,7,3,2021-07-18,0.03,1,0,0,
2890878,"Charming, central, and big garden",10276974,Linda,,Grünerløkka,59.92183,10.78943,Entire home/apt,2100,4,20,2019-09-27,0.20,1,50,0,
2914460,Classical Scandinavian apartment,13747814,David,,Grünerløkka,59.92592,10.75716,Entire home/apt,1128,7,20,2022-08-06,0.25,1,0,4,
2916490,"Big, airy loft in central east Oslo",14871780,Silje Førland,,Gamle Oslo,59.91497,10.76953,Entire home/apt,1900,7,12,2019-12-31,0.15,1,273,0,
2918876,Cosy room in the city center,14905948,Pom & Tom,,St. Hanshaugen,59.92731,10.74494,Private room,435,1,180,2022-09-05,1.77,2,208,42,
2979437,Chic Apartment in the City Center,14905948,Pom & Tom,,St. Hanshaugen,59.92676,10.74603,Private room,493,1,350,2022-09-13,3.45,2,194,68,
3008835,Very central! In the heart of Oslo!,1614549,Peter Piotr,,Grünerløkka,59.91986,10.75019,Private room,999,4,11,2022-08-06,0.15,2,343,4,
3014486,"Lovely, large and well equipped apartment.",15362594,Lene,,Grünerløkka,59.92609,10.76228,Entire home/apt,743,2,74,2022-09-04,1.08,1,10,14,
3015126,"Bygdøy Bed & Breakfast, 40m2",15365875,Irene,,Frogner,59.90832,10.69171,Entire home/apt,1100,2,289,2022-09-18,2.88,2,300,60,
3015165,"Bygdøy Bed & Breakfast, studio 30m2",15365875,Irene,,Frogner,59.90633,10.69102,Entire home/apt,900,2,190,2022-09-18,1.90,2,320,52,
3022724,Large Room in the heart of Oslo,7907292,Dana,,Frogner,59.92022,10.71065,Private room,530,2,53,2022-08-10,0.54,1,267,11,
3065810,1 bedr./ 2 pers. flat new in 2012.,15602959,Steffen,,Grünerløkka,59.92516,10.76138,Entire home/apt,708,2,139,2019-07-07,1.39,1,0,0,
3067930,Unique apartment to yourself!,14582072,Sara,,St. Hanshaugen,59.92587,10.73501,Entire home/apt,1200,7,27,2022-08-06,0.27,1,2,9,
3078404,Summer Oslo by the Torshov park!,15666457,Hilmar Bergendahl,,Sagene,59.93532,10.76912,Entire home/apt,1150,7,6,2022-07-25,0.07,1,45,1,
3156794,Family-friendly house,4282819,Steinar,,Vestre Aker,59.95242,10.65936,Entire home/apt,2200,4,0,,,1,259,0,
3158738,Lovely family friendly apartment.,16028767,Marius,,Nordre Aker,59.94654,10.78239,Entire home/apt,1400,2,4,2022-08-14,0.90,1,88,4,
3159263,Sentral og fin 2roms med balkong,7506084,Mari,,Sagene,59.93485,10.75281,Entire home/apt,600,7,47,2022-07-31,0.48,1,2,5,
3189875,Relaxing spot in Oslo,16008803,Astrid,,Sagene,59.93847,10.75718,Private room,421,2,7,2020-08-18,0.08,1,265,0,
3206202,Perfect basecamp-loft in Oslo!,16245123,Rakel Helen,,Frogner,59.91847,10.70064,Entire home/apt,999,7,32,2020-10-19,0.32,1,21,0,
3212802,"Room with a view by the Medieval park, Oslo",16275571,Line,,Gamle Oslo,59.9052,10.76698,Private room,650,2,32,2022-08-05,0.32,1,142,2,
3223260,"Family-friendly , central and idyllic apartment.",16320342,Øystein & Eirin,,Nordre Aker,59.95133,10.78543,Entire home/apt,2000,5,71,2021-08-10,0.72,1,0,0,
3226258,Bright apartment w/balcony in quiet street,16330845,Kaja,,Sagene,59.93348,10.77077,Entire home/apt,1257,2,52,2022-09-09,0.67,1,334,15,
3229555,"Best location in Oslo, galleries, by the sea, pubs",16345196,Rina,,Frogner,59.91452,10.72368,Entire home/apt,1600,3,26,2022-06-23,0.26,3,0,10,
3259993,SuperCentral-Quiet-Bright-Clean-WIFI,3162475,Merete,,Gamle Oslo,59.91501,10.76415,Private room,685,1,123,2019-09-05,1.40,2,0,0,
3268873,"",10497165,Kristin,,Frogner,59.91243,10.72537,Entire home/apt,2000,7,0,,,1,0,0,
3271322,Central and classic apartment Oslo,16540858,Simen,,Frogner,59.91278,10.72171,Entire home/apt,1299,1,9,2018-07-21,0.09,1,12,0,
3278245,Leilighet på Grünerløkka rett ved Sofienbergparken,16571577,Rune,,Grünerløkka,59.9214007433952,10.766193594829883,Entire home/apt,2114,2,0,,,1,364,0,
3286772,"Townhouse 127 sqm, garden + parking",16609716,Pia,,Gamle Oslo,59.91807,10.80051,Entire home/apt,1158,77,2,2017-08-04,0.02,1,313,0,
3287628,Unique seafront property in Oslo,1347737,Kåre & Truls,,Nordstrand,59.84747,10.77922,Entire home/apt,2090,1,322,2022-09-06,3.26,2,281,24,
3288873,Norwegian wood,3541578,Moa Johanne,,Frogner,59.92666,10.72292,Entire home/apt,700,10,34,2018-12-31,0.34,1,0,0,
3299498,Big rooftop terrace at best Grunerløkka.,2116498,Runa,,Grünerløkka,59.92804,10.75727,Entire home/apt,1457,2,73,2022-09-09,0.94,1,15,19,
3318545,Sjarmerende 4-roms i pittoresk gate,16754596,Marte,,Gamle Oslo,59.90757369995117,10.78659725189209,Entire home/apt,1271,2,5,2022-09-05,0.10,2,34,4,
3322677,City center of  Oslo- Apt 2 bedroom Apt,1386261,Gangadai,,Gamle Oslo,59.91178,10.75989,Entire home/apt,1686,1,92,2022-09-24,0.97,3,365,6,
3322696,"Rekkehus, 11 min to Oslo Central Station",1386261,Gangadai,,Søndre Nordstrand,59.83946,10.79355,Entire home/apt,1539,2,3,2017-09-10,0.05,3,0,0,
3352265,Majorstuen nice and central apartment,8141989,Nicolas,,Frogner,59.92893,10.71945,Entire home/apt,513,1,119,2022-09-21,1.19,1,2,73,
3379094,"Privat, cozy flat central in Oslo",17046756,Anne,,St. Hanshaugen,59.92095,10.74893,Entire home/apt,1136,2,11,2022-09-18,0.13,1,6,10,
3392396,"Central, view, balcony, native area",8547141,Hege,,Nordstrand,59.90158,10.80331,Private room,800,2,224,2019-06-30,2.25,1,1,0,
3392847,"Quiet, Modern and Spacious Villa. 
4 bedrooms.",17116757,Ragnhild,,Nordstrand,59.88214,10.8044,Entire home/apt,1500,3,16,2022-08-06,0.18,1,134,3,
3412753,Sentralt hus i Oslo med hage,14982625,Lars-Einar,,Nordre Aker,59.95057,10.74557,Entire home/apt,1950,7,0,,,1,83,0,
3428698,House - 3 bedrooms with garden,17281766,Tatiana,,Nordstrand,59.87063,10.78693,Entire home/apt,1100,2,34,2021-08-02,0.39,2,10,0,
3429855,Design apartment at St Hanshaugen,7376468,Hanne,,St. Hanshaugen,59.92632,10.73628,Entire home/apt,2500,2,40,2021-07-31,0.42,1,358,0,
3437560,Generous apartment in inner town with private park,11629769,Åshild,,St. Hanshaugen,59.92672,10.75,Entire home/apt,1450,7,3,2022-08-05,1.13,2,257,3,
3451649,Room in central and cosy Apartment,2658951,Magne,,Gamle Oslo,59.90852,10.77625,Private room,653,3,29,2022-09-13,0.62,1,292,22,
3509575,Great view apt. Holmenkollen/Oslo,17670528,Kristian Rosander,,Vestre Aker,59.95491,10.67228,Entire home/apt,1539,1,0,,,1,5,0,
3531603,Great Oslo apartment!,17779180,Therese,,Grünerløkka,59.92594,10.77224,Entire home/apt,800,330,18,2022-08-01,0.18,1,358,4,
